C:\Users\deepakpandey\Desktop\Self-Driving-Car\IMG\center_2020_04_23_12_50_23_288.jpg, C:\Users\deepakpandey\Desktop\Self-Driving-Car\IMG\left_2020_04_23_12_50_23_288.jpg, C:\Users\deepakpandey\Desktop\Self-Driving-Car\IMG\right_2020_04_23_12_50_23_288.jpg, 0, 0, 0, 7.861487E-05
C:\Users\deepakpandey\Desktop\Self-Driving-Car\IMG\center_2020_04_23_12_50_23_393.jpg, C:\Users\deepakpandey\Desktop\Self-Driving-Car\IMG\left_2020_04_23_12_50_23_393.jpg, C:\Users\deepakpandey\Desktop\Self-Driving-Car\IMG\right_2020_04_23_12_50_23_393.jpg, 0, 0, 0, 7.810981E-05
C:\Users\deepakpandey\Desktop\Self-Driving-Car\IMG\center_2020_04_23_12_50_23_501.jpg, C:\Users\deepakpandey\Desktop\Self-Driving-Car\IMG\left_2020_04_23_12_50_23_501.jpg, C:\Users\deepakpandey\Desktop\Self-Driving-Car\IMG\right_2020_04_23_12_50_23_501.jpg, 0, 0, 0, 7.77646E-05
C:\Users\deepakpandey\Desktop\Self-Driving-Car\IMG\center_2020_04_23_12_50_23_601.jpg, C:\Users\deepakpandey\Desktop\Self-Driving-Car\IMG\left_2020_04_23_12_50_23_601.jpg, C:\Users\deepakpandey\Desktop\Self-Driving-Car\IMG\right_2020_04_23_12_50_23_601.jpg, 0, 0, 0, 8.133538E-05
C:\Users\deepakpandey\Desktop\Self-Driving-Car\IMG\center_2020_04_23_12_50_23_704.jpg, C:\Users\deepakpandey\Desktop\Self-Driving-Car\IMG\left_2020_04_23_12_50_23_704.jpg, C:\Users\deepakpandey\Desktop\Self-Driving-Car\IMG\right_2020_04_23_12_50_23_704.jpg, 0, 0, 0, 7.855122E-05
C:\Users\deepakpandey\Desktop\Self-Driving-Car\IMG\center_2020_04_23_12_50_23_806.jpg, C:\Users\deepakpandey\Desktop\Self-Driving-Car\IMG\left_2020_04_23_12_50_23_806.jpg, C:\Users\deepakpandey\Desktop\Self-Driving-Car\IMG\right_2020_04_23_12_50_23_806.jpg, 0, 0, 0, 7.815531E-05
C:\Users\deepakpandey\Desktop\Self-Driving-Car\IMG\center_2020_04_23_12_50_23_908.jpg, C:\Users\deepakpandey\Desktop\Self-Driving-Car\IMG\left_2020_04_23_12_50_23_908.jpg, C:\Users\deepakpandey\Desktop\Self-Driving-Car\IMG\right_2020_04_23_12_50_23_908.jpg, 0, 0, 0, 7.797599E-05
C:\Users\deepakpandey\Desktop\Self-Driving-Car\IMG\center_2020_04_23_12_50_24_009.jpg, C:\Users\deepakpandey\Desktop\Self-Driving-Car\IMG\left_2020_04_23_12_50_24_009.jpg, C:\Users\deepakpandey\Desktop\Self-Driving-Car\IMG\right_2020_04_23_12_50_24_009.jpg, 0, 0, 0, 7.797017E-05
C:\Users\deepakpandey\Desktop\Self-Driving-Car\IMG\center_2020_04_23_12_50_24_123.jpg, C:\Users\deepakpandey\Desktop\Self-Driving-Car\IMG\left_2020_04_23_12_50_24_123.jpg, C:\Users\deepakpandey\Desktop\Self-Driving-Car\IMG\right_2020_04_23_12_50_24_123.jpg, 0, 0, 0, 7.804035E-05
C:\Users\deepakpandey\Desktop\Self-Driving-Car\IMG\center_2020_04_23_12_50_24_224.jpg, C:\Users\deepakpandey\Desktop\Self-Driving-Car\IMG\left_2020_04_23_12_50_24_224.jpg, C:\Users\deepakpandey\Desktop\Self-Driving-Car\IMG\right_2020_04_23_12_50_24_224.jpg, 0, 0, 0, 7.780288E-05
C:\Users\deepakpandey\Desktop\Self-Driving-Car\IMG\center_2020_04_23_12_50_24_324.jpg, C:\Users\deepakpandey\Desktop\Self-Driving-Car\IMG\left_2020_04_23_12_50_24_324.jpg, C:\Users\deepakpandey\Desktop\Self-Driving-Car\IMG\right_2020_04_23_12_50_24_324.jpg, 0, 0, 0, 7.882397E-05
C:\Users\deepakpandey\Desktop\Self-Driving-Car\IMG\center_2020_04_23_12_50_24_424.jpg, C:\Users\deepakpandey\Desktop\Self-Driving-Car\IMG\left_2020_04_23_12_50_24_424.jpg, C:\Users\deepakpandey\Desktop\Self-Driving-Car\IMG\right_2020_04_23_12_50_24_424.jpg, 0, 0, 0, 7.767259E-05
